system:index,aspct_16,aspct_32,aspct_4,ca_10,ca_10000,ci_16,ci_32,ci_4,control_band,crosc_16,crosc_32,crosc_4,dah,devmeanelev_16,devmeanelev_32,devmeanelev_4,dfa,diffmeanelev_16,diffmeanelev_32,diffmeanelev_4,diffopen_2,diffopen_256,diffopen_32,dis,fel,gmrph_ms_30,gmrph_ms_300,gmrph_r_30,gmrph_r_300,gmrph_r_3000,hs_st,latitude,longc_16,longc_32,longc_4,longitude,maxc_16,maxc_32,maxc_4,mbi_0p001,mbi_0p01,mbi_0p1,mca_10,mca_10000,minc_16,minc_32,minc_4,minelev_16,minelev_32,minelev_4,morpfeat_16,morpfeat_32,morpfeat_4,msp,nh,no_2,no_256,no_32,perctelev_16,perctelev_32,perctelev_4,pisrdif_2023-01-22,pisrdif_2023-02-22,pisrdif_2023-03-22,pisrdif_2023-04-22,pisrdif_2023-05-22,pisrdif_2023-06-22,pisrdif_2023-12-22,pisrdir_2023-01-22,pisrdir_2023-02-22,pisrdir_2023-03-22,pisrdir_2023-04-22,pisrdir_2023-05-22,pisrdir_2023-06-22,pisrdir_2023-12-22,planc_16,planc_32,planc_4,po_2,po_256,po_32,profc_16,profc_32,profc_4,relelev_16,relelev_32,relelev_4,relmeanelev_16,relmeanelev_32,relmeanelev_4,sl_16,sl_32,sl_4,slh,spi,stddevelev_16,stddevelev_32,stddevelev_4,stdh,swi_10,swi_10000,tpi_32,tpi_4,tri_16,tri_32,tri_4,tsc_16,tsc_32,tsc_4,twi,vlyd,vrm_16,vrm_32,vrm_4,.geo
5570,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,53.29716498212177,,,,-169.89912482796845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-169.89912482796845,53.29716498212177]}"
5571,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.04579676114025,,,,-166.1902156130973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-166.1902156130973,57.04579676114025]}"
5572,52.628273010253906,43.450923919677734,61.085269927978516,1299.861572265625,1299.861572265625,-23.512374877929688,-21.516765594482422,-1.9674493074417114,1,3.241033700760454E-4,1.8501865270081908E-4,-6.632258300669491E-4,-0.2569323778152466,-0.25215062499046326,-0.41744139790534973,0.03423604741692543,92.058313067708,-4.9932541847229,-9.756620407104492,0.24628448486328125,0.038422226905822754,-0.019914746284484863,0.029696106910705566,,342.71534822130104,7,7,6,6,6,46.2791633605957,68.40799193305644,-0.0013018451863899827,-3.7016981514170766E-4,1.7820901121012866E-4,-163.715411742251,3.4559809137135744E-4,1.8504973559174687E-4,0.0017462833784520626,0.8725094795227051,0.3794456124305725,0.057018741965293884,1299.861572265625,1299.861572265625,-0.0013233398785814643,-3.70200868928805E-4,-0.0022313001099973917,325.936767578125,323.6343994140625,328.7458801269531,5,5,3,0.3337875008583069,0.33310624957084656,1.5515851974487305,1.5003615617752075,1.5204745531082153,50.42689895629883,52.06764221191406,47.96609115600586,0.04426337778568268,0.26426461338996887,0.7675203084945679,0.992768406867981,1.4006267786026,1.588498592376709,0.0,0.0,0.06661492586135864,0.829470157623291,2.5552806854248047,4.311103343963623,5.172316074371338,0.0,-0.0017776383319869637,-0.001819446450099349,0.0024006939493119717,1.5900074243545532,1.4804468154907227,1.550170660018921,-0.0012395266676321626,-3.645014367066324E-4,1.596671500010416E-4,16.778587341308594,19.080947875976562,13.969483375549316,-4.993250846862793,-9.756621360778809,0.24628399312496185,10.332770347595215,5.806394100189209,15.428746223449707,11.469137191772461,366.91778564453125,19.802167892456055,23.372413635253906,7.198768138885498,114.16043853759766,6.131407737731934,6.131407737731934,1.4744113683700562,1.3848252296447754,20.421886444091797,25.326805114746094,7.202977657318115,48.27851867675781,54.43502426147461,46.60171890258789,8.434659957885742,22.966964721679688,0.020633278414607048,0.01550231222063303,0.0027767913416028023,"{""type"":""Point"",""coordinates"":[-163.715411742251,68.40799193305644]}"
5573,304.8636779785156,313.31231689453125,307.1438903808594,934.3251342773438,934.3251342773438,10.491559982299805,28.019832611083984,11.623274803161621,1,1.8350225582253188E-4,2.0537557429634035E-4,6.775020738132298E-4,0.004257134161889553,0.37993234395980835,0.5920805335044861,0.2493644654750824,56.394096412890946,3.698057174682617,12.19667911529541,0.557098388671875,0.011683344841003418,0.0458143949508667,0.019389033317565918,,458.498853070928,5,6,6,5,3,41.22020721435547,65.3860946552159,5.882246769033372E-4,4.401311744004488E-4,8.344362140633166E-4,-160.29551875614854,6.052617100067437E-4,4.605278663802892E-4,8.265291107818484E-4,0.61837238073349,0.13867855072021484,0.015839863568544388,1032.434326171875,934.3251342773438,1.6646520816721022E-4,1.849788532126695E-4,6.85409118887037E-4,420.15399169921875,374.35546875,451.74700927734375,5,5,5,0.8394378423690796,0.9197189211845398,1.5649546384811401,1.522446870803833,1.5491913557052612,59.76106643676758,63.66317367553711,57.93807601928711,0.12180739641189575,0.3821127116680145,0.8229575157165527,0.9942721128463745,1.3624112606048584,1.4729937314987183,0.03131384402513504,0.004362964536994696,0.2770828604698181,1.3750089406967163,3.415935516357422,5.038658618927002,5.798594951629639,0.0,-0.0018847610335797071,-0.002084197476506233,-0.007943383418023586,1.5766379833221436,1.5682612657546997,1.5685803890228271,5.799589562229812E-4,4.337976861279458E-4,8.254121639765799E-4,38.3448600769043,84.14338684082031,6.751842975616455,3.698044776916504,12.196674346923828,0.5570939779281616,5.560794353485107,5.627686977386475,4.876089572906494,65.16647338867188,67.74544525146484,9.733769416809082,20.599822998046875,2.2347519397735596,421.6900939941406,7.259090900421143,7.159650802612305,1.62522554397583,1.104516625404358,10.412582397460938,23.93975830078125,2.3031423091888428,64.5108871459961,62.396141052246094,76.10301208496094,9.464653968811035,5.689243793487549,0.0024044313468039036,0.0050836424343287945,4.687572072725743E-4,"{""type"":""Point"",""coordinates"":[-160.29551875614854,65.3860946552159]}"
5574,278.8743591308594,269.54058837890625,214.3582763671875,190.2865447998047,190.2865447998047,-7.585353851318359,1.3846461772918701,39.06195068359375,1,7.567544344055932E-6,3.485238630673848E-5,4.959056968800724E-4,0.03456971421837807,-0.039189256727695465,-0.10681994259357452,0.6790387630462646,14.834788709994449,-0.22363527119159698,-1.5369585752487183,1.0040044784545898,0.005361318588256836,0.01187741756439209,0.03930068016052246,,50.57481405485556,6,7,4,5,8,47.676876068115234,58.4905435076564,-4.3361811549402773E-4,-2.1012515935581177E-4,0.0013191018952056766,-134.71446840042316,1.4663427464256529E-5,3.485980414552614E-5,0.0021005207672715187,-0.3218440115451813,-0.045749422162771225,-0.00479624979197979,9039.693359375,190.2865447998047,-4.4071400770917535E-4,-2.1013258083257824E-4,-2.855130878742784E-4,37.41168975830078,29.41947364807129,46.023216247558594,1,1,5,0.9446353316307068,0.027682319283485413,1.5681157112121582,1.5172598361968994,1.5245249271392822,59.98471450805664,56.66975784301758,67.96185302734375,0.24960467219352722,0.6170461177825928,0.938180148601532,1.0736116170883179,1.2610818147659302,1.4102863073349,0.194618359208107,0.24964649975299835,0.8417938351631165,2.4375154972076416,4.465766429901123,5.811511993408203,6.2892560958862305,0.0954149067401886,-1.5365237777587026E-4,-5.153173697181046E-4,-0.012212973088026047,1.573477029800415,1.5291372537612915,1.5638256072998047,-4.3204452958889306E-4,-2.0869163563475013E-4,0.0013158179353922606,13.163124084472656,21.15534019470215,4.551597595214844,-0.22363698482513428,-1.53695809841156,1.0040053129196167,2.820178985595703,3.86918306350708,2.3334200382232666,2.1586496829986572,9.639650344848633,5.7086029052734375,14.388288497924805,1.478498935699463,-6.454224109649658,9.783596992492676,5.922718048095703,-0.030500059947371483,0.4176332354545593,5.712850093841553,14.470087051391602,1.7869714498519897,48.91912078857422,48.84077835083008,53.47826385498047,8.228740692138672,75.81932830810547,0.008539370261132717,0.010862198658287525,0.004419470205903053,"{""type"":""Point"",""coordinates"":[-134.71446840042316,58.4905435076564]}"
5575,151.9190673828125,120.48182678222656,144.48983764648438,48.98231887817383,48.98231887817383,6.456784725189209,10.110233306884766,3.4895358085632324,1,3.888444189215079E-5,1.945272379089147E-5,-2.4439633125439286E-4,0.017845656722784042,0.4627600312232971,0.524280846118927,0.14196042716503143,-2.0270052839740185,0.7474787831306458,0.8122938871383667,0.06729299575090408,0.0039250850677490234,0.010589241981506348,0.003949880599975586,,89.4133445360318,2,3,5,2,2,45.077571868896484,66.00996138489916,3.424898022785783E-5,-1.2408803740981966E-5,5.911774933338165E-4,-157.2012389055274,1.3656711962539703E-4,2.049968679784797E-5,6.382729625329375E-4,0.6319196820259094,0.14611414074897766,0.016836291179060936,11191.2177734375,8457.8046875,-6.343370478134602E-5,-1.3455765838443767E-5,-2.9149174224585295E-4,84.94872283935547,84.9000473022461,87.79573822021484,5,1,4,0.31304991245269775,0.6565249562263489,1.568833827972412,1.5500566959381104,1.5604053735733032,58.87559127807617,64.25845336914062,45.70420837402344,0.10716395825147629,0.36590099334716797,0.8364944458007812,1.0283305644989014,1.4221642017364502,1.535794973373413,0.014683903194963932,0.0058659776113927364,0.30106186866760254,1.4181581735610962,3.4631104469299316,5.049242973327637,5.77032995223999,7.852403541619424E-6,-0.006605392321944237,-0.022480756044387817,0.018759241327643394,1.5727589130401611,1.5606459379196167,1.5643552541732788,3.424719761824235E-5,-1.240879009856144E-5,5.910269101150334E-4,4.464624881744385,4.513297080993652,1.6176095008850098,0.7474766373634338,0.8122933506965637,0.06729002296924591,0.3373093605041504,0.0495804026722908,0.7473645210266113,3.0116660594940186,1.729565143585205,1.6153438091278076,1.54936945438385,0.4717540740966797,74.94795989990234,10.995156288146973,10.715069770812988,0.4792780578136444,0.47654223442077637,1.779870629310608,1.7493171691894531,0.4766344726085663,49.91807174682617,53.55600357055664,63.676856994628906,9.119217872619629,1.5756237506866455,0.0011879272060468793,7.690357160754502E-4,3.5312073305249214E-4,"{""type"":""Point"",""coordinates"":[-157.2012389055274,66.00996138489916]}"
5576,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,62.52643397857134,,,,-130.92693362993236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-130.92693362993236,62.52643397857134]}"
5577,352.5086975097656,351.59906005859375,345.9903259277344,419.13433837890625,419.13433837890625,-6.748274803161621,0.1034640222787857,-9.205513954162598,1,-2.5120622012764215E-5,1.0213961104454938E-5,2.29289144044742E-4,0.014285622164607048,0.0278040561825037,0.02842705324292183,-0.13020391762256622,23.496368016909184,0.07819733768701553,0.20439399778842926,-0.052776534110307693,-0.005559802055358887,-0.0017549991607666016,-0.0055648088455200195,,690.5425169641195,7,6,6,5,6,44.233219146728516,63.403749661336605,4.055604222230613E-5,-9.095555810745282E-7,1.4174042735248804E-4,-150.7779436723896,5.076970046502538E-5,2.0127263269387186E-5,2.3269890516530722E-4,-0.36929628252983093,-0.057343415915966034,-0.006078469567000866,163879.265625,16041.0400390625,-3.5334280255483463E-5,-1.082285598386079E-5,1.383306662319228E-4,684.1963500976562,676.8743896484375,689.5913696289062,1,1,5,0.7800368666648865,0.10998155176639557,1.5735762119293213,1.5562409162521362,1.5649847984313965,47.00783920288086,48.06032180786133,44.688438415527344,0.16466973721981049,0.44799745082855225,0.8348158001899719,0.9823735356330872,1.2963213920593262,1.4142614603042603,0.08356401324272156,0.04404844343662262,0.480377197265625,1.8083999156951904,3.9191133975982666,5.462049961090088,6.143938064575195,0.0,8.936478989198804E-4,-2.72201286861673E-4,-0.017957067117094994,1.5680164098739624,1.5544859170913696,1.5594199895858765,4.0508002712158486E-5,-9.076378546524211E-7,1.4170575013849884E-4,6.34619665145874,13.668116569519043,0.9511572122573853,0.07818564027547836,0.20437541604042053,-0.05275345593690872,1.610203504562378,2.148932456970215,0.7308668494224548,6.022248268127441,10.269305229187012,2.8095548152923584,7.1905670166015625,0.4094568192958832,151.05010986328125,13.409584999084473,11.084660530090332,-0.07146916538476944,-0.10711818933486938,2.8106613159179688,7.193478107452393,0.41270527243614197,47.52842712402344,48.223880767822266,51.78805923461914,9.74702262878418,48.73456954956055,7.535102777183056E-4,9.392040665261447E-4,3.024958714377135E-4,"{""type"":""Point"",""coordinates"":[-150.7779436723896,63.403749661336605]}"
5578,301.0822448730469,255.52284240722656,318.8729248046875,138.41806030273438,138.41806030273438,-6.379350662231445,-8.052781105041504,26.713294982910156,1,-5.310767301125452E-5,-2.859809683286585E-5,1.3726171164307743E-4,-0.017469553276896477,-0.0978541299700737,-0.36144623160362244,0.5896893739700317,,-0.08319107443094254,-0.5409501194953918,0.26882854104042053,0.025507330894470215,0.009043455123901367,0.020316243171691895,,,3,4,4,7,7,42.19428634643555,61.65175663284042,7.798139449732844E-6,-3.953000032197451E-6,2.010107164096553E-5,-160.8396278146225,8.97744030226022E-6,4.843751412408892E-6,1.7335340089630336E-4,0.7558034062385559,0.23562534153461456,0.02989022433757782,71247.8125,9060.9296875,-5.42869747732766E-5,-3.739484600373544E-5,-1.5990608517313376E-5,18.400049209594727,18.400049209594727,18.65677261352539,1,1,4,0.478964626789093,0.2605177164077759,1.5580426454544067,1.5465089082717896,1.547088861465454,54.90484619140625,52.40774917602539,70.36167907714844,0.2016112357378006,0.5237919092178345,0.9028183221817017,1.0607842206954956,1.3411496877670288,1.477757215499878,0.12743447721004486,0.05559428781270981,0.4721188545227051,1.7221101522445679,3.733654499053955,5.203698635101318,5.829378128051758,0.005371816456317902,0.008809378370642662,0.014370734803378582,-0.009393931366503239,1.583549976348877,1.555552363395691,1.567405104637146,7.797714715707116E-6,-3.952976385335205E-6,2.0094616047572345E-5,1.0919028520584106,1.0919023752212524,0.8351795673370361,-0.08319202065467834,-0.5409498810768127,0.2688276767730713,0.3454054296016693,0.11401969194412231,0.8370711803436279,1.1824896335601807,6.784938335418701,0.8501933217048645,1.4966238737106323,0.45568200945854187,3.377229928970337,11.883346557617188,9.820873260498047,0.6298381090164185,0.6298381090164185,0.8543338179588318,1.5914322137832642,0.529114842414856,44.760379791259766,46.22277069091797,44.0053825378418,7.945802688598633,3.3565170764923096,3.4023457556031644E-4,5.118027329444885E-4,3.857002011500299E-4,"{""type"":""Point"",""coordinates"":[-160.8396278146225,61.65175663284042]}"
5579,270.0,270.0,270.0,100.0,100.0,,,,1,0.0,0.0,0.0,0.0,9.968070457944123E-8,0.0,3.725290298461914E-8,10.0,9.486769009248164E-19,-3.584643432780199E-18,3.3881317890172014E-20,0.0,0.0,0.0,0.018650000914931297,4.999999747378751E-5,1,1,1,1,1,45.0,53.4103050682817,0.0,0.0,0.0,-167.71177086523736,0.0,0.0,0.0,0.0,0.0,0.0,1.4864222E7,9417951.0,0.0,0.0,0.0,4.999999873689376E-5,4.999999873689376E-5,4.999999873689376E-5,1,1,1,0.9559396505355835,0.022030169144272804,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.3724134862422943,0.7392207384109497,0.9904723167419434,1.1028950214385986,1.1580371856689453,1.2925761938095093,0.26965704560279846,0.4674355685710907,1.2737905979156494,2.848721504211426,4.790229797363281,6.046504497528076,6.473029136657715,0.27439749240875244,0.0,0.0,0.0,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,0.0,0.0,0.0,16.859216690063477,0.0,9.517157027738588E-12,0.0,9.094947017729282E-13,-0.00136805628426373,22.865280151367188,22.408939361572266,1.2877423432655632E-4,2.293599936820101E-5,0.0,0.0,0.0,0.0,0.0,0.0,11.512925148010254,748.4193725585938,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[-167.71177086523736,53.4103050682817]}"
5580,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,68.69670019034885,,,,-136.53531596531823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.53531596531823,68.69670019034885]}"
5581,202.04388427734375,206.05697631835938,198.74618530273438,190942.109375,190942.109375,-11.42534351348877,-6.811700820922852,-16.06818962097168,1,-8.538793190382421E-4,-2.1728631691075861E-4,-0.006141067948192358,0.3122793734073639,-0.21100959181785583,-0.1536664515733719,-0.2228420376777649,29064.48694964719,-8.308034896850586,-11.339764595031738,-2.4649245738983154,-0.10485613346099854,-0.09764015674591064,-0.10398662090301514,,453.8625869681008,6,6,7,6,6,59.87722396850586,67.19476632119591,-6.325975846266374E-5,1.1396095942473039E-4,0.0011038270313292742,-156.6617588949972,3.070829261559993E-4,1.568093430250883E-4,0.0017920024693012238,-0.9178645610809326,-0.5940887928009033,-0.13140533864498138,190942.109375,190942.109375,-0.0012242220109328628,-2.601347223389894E-4,-0.006829243618994951,383.0223083496094,308.7440185546875,435.15814208984375,3,3,3,0.8988232612609863,0.050588395446538925,1.6232243776321411,1.5486326217651367,1.568161129951477,43.71531677246094,45.80352020263672,41.94023895263672,0.07478201389312744,0.3059566617012024,0.7732788324356079,0.9599716067314148,1.3526384830474854,1.482880711555481,0.0,0.009996703825891018,0.5910296440124512,2.2282536029815674,4.50852108001709,5.927557945251465,6.386072158813477,0.0,0.0020938399247825146,5.569671047851443E-4,0.014709528535604477,1.5183682441711426,1.450992465019226,1.464174509048462,-5.0223727157572284E-5,9.214377496391535E-5,8.674772107042372E-4,70.84027099609375,145.11856079101562,18.704444885253906,-8.30803394317627,-11.339755058288574,-2.464935779571533,22.185832977294922,21.311954498291016,22.655517578125,19.341033935546875,69776.9375,39.3717041015625,73.79451751708984,11.05748462677002,25.711532592773438,10.869654655456543,10.869654655456543,-1.8994585275650024,-1.906771183013916,40.23880386352539,74.6607894897461,11.328432083129883,46.78651809692383,49.95653533935547,42.837608337402344,13.172781944274902,362.89990234375,0.011461605317890644,0.010676989331841469,0.01458051335066557,"{""type"":""Point"",""coordinates"":[-156.6617588949972,67.19476632119591]}"
5582,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,65.390002976113,,,,-134.7882730921984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-134.7882730921984,65.390002976113]}"
5583,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.25967775773,,,,-142.84975973742084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.84975973742084,57.25967775773]}"
5584,292.276123046875,312.4026794433594,195.55064392089844,114.18479919433594,114.18479919433594,-0.9259589314460754,1.0707837343215942,-4.6236724853515625,1,-1.1623517821135465E-5,-4.6881922344255145E-7,-2.849299635272473E-4,0.025105632841587067,0.4267953038215637,0.46009448170661926,0.8536153435707092,9.997189394720902,0.20195657014846802,0.18688170611858368,0.6012129187583923,0.07317602634429932,0.043174028396606445,0.054299116134643555,,2.8637937605624777,6,6,7,7,7,45.3187370300293,61.10115916731051,-5.032989520259434E-6,5.110490519655286E-7,-2.9493027250282466E-4,-165.44991033405987,-2.984180127896252E-6,5.878966931049945E-7,-2.1244709205348045E-4,0.9160482883453369,0.5176690816879272,0.09677831083536148,71547.1875,377.5800476074219,-1.3672327440872323E-5,-5.456668645820173E-7,-3.674131876323372E-4,0.9071171879768372,0.6459273099899292,0.9071171879768372,1,1,2,0.9549201130867004,0.02253992110490799,1.5342082977294922,1.5214998722076416,1.524173617362976,59.873321533203125,62.77055358886719,71.60669708251953,0.21014061570167542,0.5352774262428284,0.9093887805938721,1.0659691095352173,1.3312886953353882,1.470003604888916,0.1407398283481598,0.10312744975090027,0.6271321177482605,1.9905420541763306,4.026798248291016,5.455262184143066,6.030611515045166,0.019460618495941162,0.01278206892311573,0.0025328986812382936,0.01881139725446701,1.6073843240737915,1.564673900604248,1.5784727334976196,-5.032983153796522E-6,5.110489951221098E-7,-2.9482890386134386E-4,1.839263677597046,2.1004536151885986,1.839263677597046,0.20195648074150085,0.1868816465139389,0.6012129187583923,0.052102334797382355,0.01060501392930746,0.867573618888855,1.0170314311981201,2.8968801498413086,0.473193883895874,0.4061793088912964,0.7043130993843079,-0.5243920087814331,12.542741775512695,7.298152446746826,3.2388954162597656,3.2388715744018555,0.5144314169883728,0.44704610109329224,0.9259909987449646,54.410255432128906,54.52698516845703,54.15214538574219,8.411897659301758,44.104305267333984,6.291777826845646E-4,4.5773317106068134E-4,0.0016778478166088462,"{""type"":""Point"",""coordinates"":[-165.44991033405987,61.10115916731051]}"
5585,337.5382995605469,340.5761413574219,344.8055114746094,3807.21044921875,3807.21044921875,-4.739782333374023,-8.546167373657227,-11.356804847717285,1,-6.555118943651905E-6,2.9836016892659245E-6,-2.043604908976704E-4,-0.023226024582982063,-0.42520153522491455,-0.4986056089401245,-0.39933696389198303,480.40117457003726,-1.3850011825561523,-3.047147274017334,-0.3521609902381897,-0.015230894088745117,-0.018031954765319824,-0.01617109775543213,,117.73241012314564,8,8,6,6,8,42.859561920166016,60.17765024747839,-1.726156915538013E-4,-1.1171122605446726E-4,-5.478801904246211E-4,-157.12951767541483,-6.499472874565981E-6,4.429673481354257E-6,-1.9911477284040302E-4,-0.638046145439148,-0.16910943388938904,-0.020379088819026947,80862.0703125,3759.754638671875,-1.7267133807763457E-4,-1.1315729352645576E-4,-5.531259230338037E-4,114.36528778076172,113.75299072265625,116.76361083984375,1,1,3,0.6785847544670105,0.16070760786533356,1.5784118175506592,1.5708202123641968,1.5723538398742676,44.208290100097656,45.79369354248047,43.30146026611328,0.22499363124370575,0.5670433044433594,0.9145585894584656,1.0583356618881226,1.2945293188095093,1.4367520809173584,0.160867378115654,0.10351420193910599,0.5918941497802734,1.9334498643875122,3.9598031044006348,5.395847320556641,5.979410171508789,0.020922917872667313,1.9938363402616233E-4,-9.721131209516898E-5,0.006176335271447897,1.563180923461914,1.552788257598877,1.5561827421188354,-1.7233601829502732E-4,-1.1155356332892552E-4,-5.469738971441984E-4,3.367119312286377,3.979422092437744,0.9687989950180054,-1.3849992752075195,-3.047146797180176,-0.3521621823310852,1.8836464881896973,1.7579677104949951,1.9005260467529297,1.9714088439941406,149.2248077392578,3.2567477226257324,6.111194610595703,0.8813919425010681,54.085853576660156,12.237658500671387,9.169183731079102,-0.2732681930065155,-0.2785247266292572,3.5390703678131104,6.828711032867432,0.9490818381309509,44.567832946777344,48.922950744628906,33.855350494384766,11.4876070022583,10.296072959899902,2.617696300148964E-4,3.799379337579012E-4,1.2409116607159376E-4,"{""type"":""Point"",""coordinates"":[-157.12951767541483,60.17765024747839]}"
5586,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,55.82459829902464,,,,-155.35525830162942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-155.35525830162942,55.82459829902464]}"
5587,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.242110516492026,,,,-152.56162307226958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-152.56162307226958,54.242110516492026]}"
5588,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70.48627624387359,,,,-138.93621723232556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-138.93621723232556,70.48627624387359]}"
5589,270.0,270.0,270.0,100.0,100.0,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,-1.5720931501039814E-18,-1.6805133673525319E-18,0.0,0.0,0.0,0.0,0.0,1.849999974737875E-4,1,1,1,1,1,45.0,56.01168671894626,0.0,0.0,0.0,-134.4235474993058,0.0,0.0,0.0,0.0,0.0,0.0,331601.9375,329831.34375,0.0,0.0,0.0,1.849999971454963E-4,1.849999971454963E-4,1.849999971454963E-4,1,1,1,0.9255391955375671,0.037230413407087326,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.29492539167404175,0.6823794841766357,0.9673983454704285,1.0910577774047852,1.2050620317459106,1.3595658540725708,0.23617245256900787,0.32100075483322144,1.014729380607605,2.539547920227051,4.5268168449401855,5.842675685882568,6.307089805603027,0.1541154831647873,0.0,0.0,0.0,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,3.282912136581828E-13,3.282912136581828E-13,3.282912136581828E-13,3.282912136581828E-13,3.282912136581828E-13,3.282912136581828E-13,0.0,0.0,0.0,19.155881881713867,0.0,0.0,0.0,0.0,-1.291211485862732,19.062501907348633,19.057147979736328,-0.006886586081236601,-0.0027698581106960773,0.0,0.0,0.0,0.0,0.0,0.0,11.512925148010254,495.36651611328125,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[-134.4235474993058,56.01168671894626]}"
5590,297.4557189941406,317.2745056152344,277.1637878417969,3118.941162109375,3118.941162109375,-14.812491416931152,-3.54325532913208,-27.505475997924805,1,-7.96966123743914E-5,1.0216453119937796E-5,-1.380117901135236E-4,0.012901862151920795,-0.4036405384540558,-0.3109724223613739,-0.5626769065856934,35.23231123721511,-0.9010812640190125,-1.3024877309799194,-0.4261821210384369,-0.01144564151763916,-0.015877485275268555,-0.018970608711242676,,82.57139549483243,5,4,6,6,6,44.50116729736328,60.300515837671135,-3.215814649593085E-5,-1.909524689835962E-5,-4.3058564187958837E-4,-166.41639911684396,-1.055717802955769E-5,2.1044623281341046E-5,-7.956455374369398E-5,-0.5640779137611389,-0.1147318109869957,-0.012796936556696892,39604.61328125,14091.388671875,-1.0129758447874337E-4,-2.9923416150268167E-5,-4.890328855253756E-4,78.54658508300781,74.51488494873047,81.10682678222656,1,1,2,0.5945976376533508,0.20270119607448578,1.5765191316604614,1.5675413608551025,1.5720564126968384,37.09869384765625,41.396881103515625,35.802452087402344,0.22383713722229004,0.5672836899757385,0.9160915017127991,1.0605812072753906,1.3013889789581299,1.4432010650634766,0.1575213521718979,0.12718303501605988,0.6502286791801453,2.045367956161499,4.0830512046813965,5.503993034362793,6.068666458129883,0.02884593978524208,0.003511814633384347,-4.734846588689834E-4,0.005075246095657349,1.5650734901428223,1.551663875579834,1.5530858039855957,-3.213331729057245E-5,-1.908191916299984E-5,-4.301084845792502E-4,3.752662420272827,7.784366130828857,1.192425012588501,-0.9010798931121826,-1.3024860620498657,-0.42617976665496826,1.3000388145446777,1.2360882759094238,1.5576648712158203,1.7817332744598389,59.655601501464844,2.2323856353759766,4.188435077667236,0.7574185132980347,16.363384246826172,12.231626510620117,11.19824504852295,-0.32284867763519287,-0.8830716609954834,2.4073827266693115,4.3862810134887695,0.8690880537033081,44.18623352050781,47.29609680175781,32.66526794433594,12.001815795898438,7.008215427398682,2.523222647141665E-4,2.91811884380877E-4,3.0845581204630435E-4,"{""type"":""Point"",""coordinates"":[-166.41639911684396,60.300515837671135]}"
