system:index,aspct_16,aspct_32,aspct_4,ca_10,ca_10000,ci_16,ci_32,ci_4,control_band,crosc_16,crosc_32,crosc_4,dah,devmeanelev_16,devmeanelev_32,devmeanelev_4,dfa,diffmeanelev_16,diffmeanelev_32,diffmeanelev_4,diffopen_2,diffopen_256,diffopen_32,dis,fel,gmrph_ms_30,gmrph_ms_300,gmrph_r_30,gmrph_r_300,gmrph_r_3000,hs_st,latitude,longc_16,longc_32,longc_4,longitude,maxc_16,maxc_32,maxc_4,mbi_0p001,mbi_0p01,mbi_0p1,mca_10,mca_10000,minc_16,minc_32,minc_4,minelev_16,minelev_32,minelev_4,morpfeat_16,morpfeat_32,morpfeat_4,msp,nh,no_2,no_256,no_32,perctelev_16,perctelev_32,perctelev_4,pisrdif_2023-01-22,pisrdif_2023-02-22,pisrdif_2023-03-22,pisrdif_2023-04-22,pisrdif_2023-05-22,pisrdif_2023-06-22,pisrdif_2023-12-22,pisrdir_2023-01-22,pisrdir_2023-02-22,pisrdir_2023-03-22,pisrdir_2023-04-22,pisrdir_2023-05-22,pisrdir_2023-06-22,pisrdir_2023-12-22,planc_16,planc_32,planc_4,po_2,po_256,po_32,profc_16,profc_32,profc_4,relelev_16,relelev_32,relelev_4,relmeanelev_16,relmeanelev_32,relmeanelev_4,sl_16,sl_32,sl_4,slh,spi,stddevelev_16,stddevelev_32,stddevelev_4,stdh,swi_10,swi_10000,tpi_32,tpi_4,tri_16,tri_32,tri_4,tsc_16,tsc_32,tsc_4,twi,vlyd,vrm_16,vrm_32,vrm_4,.geo
0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,53.87547003050033,,,,-141.39398340748585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-141.39398340748585,53.87547003050033]}"
1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,64.36403716941804,,,,-163.70164719886515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-163.70164719886515,64.36403716941804]}"
2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,59.51862491771272,,,,-143.78459603630807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-143.78459603630807,59.51862491771272]}"
3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,55.3624270576389,,,,-147.86340746889374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-147.86340746889374,55.3624270576389]}"
4,306.1230163574219,325.112548828125,310.9717102050781,212.8988494873047,212.8988494873047,34.585426330566406,-5.976320743560791,31.84161376953125,1,1.999812520807609E-4,-7.952330633997917E-5,8.920406689867377E-4,0.007076491601765156,0.8992745280265808,0.3333142399787903,0.6434088945388794,23.123363864292276,2.037606716156006,1.1087443828582764,0.6343886852264404,0.02691471576690674,0.025703072547912598,0.028314709663391113,,76.38878776405332,7,6,6,5,6,42.85211944580078,59.51596516998538,-2.0447476344997995E-5,-3.1171981390798464E-5,1.5171624545473605E-4,-156.85730980931422,2.0630552899092436E-4,-1.2971985597687308E-5,9.496276616118848E-4,0.7363527417182922,0.21984665095806122,0.027398468926548958,43752.265625,306.4837341308594,-2.6771756893140264E-5,-9.772330668056384E-5,9.412923100171611E-5,70.37655639648438,69.27815246582031,74.24351501464844,5,1,5,0.04361465200781822,0.4762243628501892,1.5573389530181885,1.5383148193359375,1.547792911529541,76.4715347290039,59.406063079833984,68.62252807617188,0.23531216382980347,0.5877434015274048,0.9252911806106567,1.0660183429718018,1.2835373878479004,1.428925633430481,0.17467308044433594,0.13508334755897522,0.6675103306770325,2.049551010131836,4.072829723358154,5.484945297241211,6.038846969604492,0.03605132922530174,-0.011203131638467312,0.010325741954147816,-0.02546917088329792,1.5842536687850952,1.56401789188385,1.5761076211929321,-2.0437704733922146E-5,-3.116921288892627E-5,1.514394534751773E-4,6.012228012084961,7.110637664794922,2.1452715396881104,2.0376064777374268,1.108742117881775,0.6343849897384644,1.0226571559906006,0.4412461221218109,2.0063939094543457,3.435231924057007,9.353498458862305,2.265908718109131,3.327833652496338,0.9867219924926758,35.00071334838867,11.504901885986328,6.558015823364258,0.8647753596305847,1.594137191772461,3.047927141189575,3.5092577934265137,1.1740055084228516,49.61117172241211,49.152862548828125,58.121429443359375,8.487506866455078,3.7790582180023193,6.848222110420465E-4,0.0015886081382632256,3.53428244125098E-4,"{""type"":""Point"",""coordinates"":[-156.85730980931422,59.51596516998538]}"
5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,63.48743185081929,,,,-134.41613853098514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-134.41613853098514,63.48743185081929]}"
6,297.67388916015625,327.1136169433594,260.842041015625,583.818603515625,583.818603515625,1.1622226238250732,-34.81222152709961,16.54185676574707,1,5.72493183426559E-4,-3.3989554503932595E-4,0.004345354624092579,0.27293241024017334,0.5716115236282349,0.05929981917142868,0.4560036361217499,42.235471222692105,9.27461051940918,1.09722101688385,3.663254976272583,0.13429296016693115,0.12251424789428711,0.1507781744003296,,326.6953234671805,6,6,6,6,6,45.885223388671875,65.97762783055704,-3.9662313065491617E-4,-2.1415647643152624E-4,0.004168844316154718,-159.89760046764937,0.001012320164591074,-2.124772290699184E-4,0.005449090152978897,0.9741384983062744,0.6924025416374207,0.17758671939373016,583.818603515625,583.818603515625,-8.364501991309226E-4,-3.415748360566795E-4,0.0030651085544377565,295.79107666015625,290.1971130371094,307.111083984375,3,3,5,0.42388173937797546,0.7119408845901489,1.5036498308181763,1.3673243522644043,1.4410332441329956,70.7261962890625,51.6517448425293,57.355682373046875,0.10523910075426102,0.3545968532562256,0.8032971620559692,0.9803954362869263,1.3573929071426392,1.4645967483520508,0.015118795447051525,0.014322299510240555,0.3983931839466095,1.7231560945510864,3.7554054260253906,5.291782379150391,5.94374942779541,0.0,-0.004160246811807156,0.006290876306593418,-0.014464233070611954,1.6379427909851074,1.4898386001586914,1.5918114185333252,-3.8561609108000994E-4,-2.1322196698747575E-4,0.0036613671109080315,30.90424346923828,36.49820327758789,19.584228515625,9.274606704711914,1.0972251892089844,3.663259983062744,7.835829257965088,3.092803716659546,16.7300968170166,23.07703399658203,189.82142639160156,16.225536346435547,18.498218536376953,8.033418655395508,232.58572387695312,5.189978122711182,5.189978122711182,7.917750835418701,7.862759113311768,18.687374114990234,18.529584884643555,8.828858375549316,44.095829010009766,44.91282653808594,77.09132385253906,7.493157386779785,9.34045124053955,0.024202026426792145,0.023965580388903618,0.014046653173863888,"{""type"":""Point"",""coordinates"":[-159.89760046764937,65.97762783055704]}"
7,229.19964599609375,264.6532287597656,223.13963317871094,186.53392028808594,186.53392028808594,0.8548063039779663,-6.278756618499756,22.518253326416016,1,5.801380393677391E-5,-5.119016714161262E-5,9.345686994493008E-4,0.09896180033683777,0.5852895379066467,0.1811995953321457,0.6319601535797119,19.656102404442436,1.8291329145431519,0.7888514399528503,0.8902886509895325,0.053360819816589355,0.03896617889404297,0.05180799961090088,,198.06332495753492,6,5,5,5,5,47.12389373779297,61.79675397756429,-9.223270899383351E-5,1.6659527318552136E-5,1.0180870594922453E-4,-149.8654892186936,2.107124892063439E-4,1.8899458154919557E-5,0.001283363439142704,0.8777249455451965,0.42103853821754456,0.06782090663909912,2499.871337890625,255.15191650390625,-2.449314051773399E-4,-5.3430099796969444E-5,-2.4698596098460257E-4,188.5369873046875,188.1754913330078,194.99685668945312,2,1,5,0.03873337432742119,0.5188122391700745,1.5441159009933472,1.5091832876205444,1.5212327241897583,78.31501007080078,58.92599105834961,69.12464904785156,0.19705010950565338,0.5115764141082764,0.886356770992279,1.0393227338790894,1.319784164428711,1.452944278717041,0.1237722635269165,0.11514607816934586,0.6838817000389099,2.1380717754364014,4.2151665687561035,5.638772010803223,6.197919845581055,0.0195851419121027,-0.0027718967758119106,0.002902685897424817,-0.01894802786409855,1.5974767208099365,1.5481494665145874,1.5730407238006592,-9.217213664669544E-5,1.6651758414809592E-5,1.0143794497707859E-4,9.526337623596191,9.887836456298828,3.0664656162261963,1.829136848449707,0.7888442277908325,0.8902876377105713,1.1990247964859009,1.0103318691253662,2.823946952819824,3.5469746589660645,18.568437576293945,3.1250195503234863,4.353549957275391,1.4085965156555176,102.6897964477539,7.8266096115112305,5.549219131469727,0.7918054461479187,0.7918314337730408,3.621140241622925,4.424626350402832,1.6667150259017944,51.17692184448242,51.08096694946289,57.05846405029297,7.535198211669922,3.2890756130218506,0.0032501535024493933,0.0032281321473419666,0.00125441316049546,"{""type"":""Point"",""coordinates"":[-149.8654892186936,61.79675397756429]}"
8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.80035540020097,,,,-144.2472420612731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.2472420612731,54.80035540020097]}"
9,270.0,270.0,270.0,100.0,100.0,,,,1,0.0,0.0,0.0,0.0,9.968070457944123E-8,0.0,3.725290298461914E-8,10.0,9.486769009248164E-19,-3.584643432780199E-18,3.3881317890172014E-20,0.0,0.0,0.0,0.043708644807338715,4.999999747378752E-5,1,1,1,1,1,45.0,64.58671012361211,0.0,0.0,0.0,-163.24578770431205,0.0,0.0,0.0,0.0,0.0,0.0,7.7962696E7,7.7962696E7,0.0,0.0,0.0,4.999999873689376E-5,4.999999873689376E-5,4.999999873689376E-5,1,1,1,0.9472509622573853,0.02637452632188797,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.1420266330242157,0.42242294549942017,0.864129900932312,1.045846939086914,1.4062949419021606,1.5289429426193237,0.05211081728339195,0.01753120683133602,0.36396607756614685,1.5331902503967285,3.565433979034424,5.10223388671875,5.785262584686279,1.4669705706182867E-4,0.0,0.0,0.0,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,0.0,0.0,0.0,11.338650703430176,0.0,9.517157027738588E-12,0.0,9.094947017729282E-13,-0.0013617569347843528,24.522552490234375,24.522552490234375,0.00187915307469666,4.074292373843491E-4,0.0,0.0,0.0,0.0,0.0,0.0,11.512925148010254,418.5705261230469,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[-163.24578770431205,64.58671012361211]}"
10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,63.517226522175115,,,,-168.87857819891605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.87857819891605,63.517226522175115]}"
11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,63.677635923001375,,,,-162.94988871070746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.94988871070746,63.677635923001375]}"
12,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.45240346305135,,,,-149.08836697097715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-149.08836697097715,57.45240346305135]}"
13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,68.38545176618422,,,,-135.2880909013146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-135.2880909013146,68.38545176618422]}"
14,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.19342352610917,,,,-147.21645940676018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-147.21645940676018,57.19342352610917]}"
15,192.61843872070312,218.1201171875,198.73789978027344,432.37811279296875,432.37811279296875,35.796470642089844,47.97980499267578,14.628522872924805,1,0.0015465158503502607,0.001230326248332858,0.002768761944025755,0.21722498536109924,0.645906388759613,1.0010590553283691,0.20059627294540405,32.73891935490722,11.635027885437012,37.53718948364258,1.104787826538086,0.02495896816253662,0.12500250339508057,0.03698432445526123,,718.6816878666932,3,4,6,3,3,53.03071975708008,60.533064622621026,6.736750365234911E-4,7.952160085551441E-4,9.560960461385548E-4,-158.5750028846823,0.0018239718629047275,0.001301045180298388,0.002783778589218855,0.6953024864196777,0.26919862627983093,0.037100013345479965,432.37811279296875,432.37811279296875,3.962190530728549E-4,7.244971347972751E-4,9.410793427377939E-4,641.0736694335938,566.7775268554688,706.3524780273438,5,5,5,0.9205135703086853,0.960256814956665,1.5583168268203735,1.4219093322753906,1.5179141759872437,67.13121795654297,80.64888763427734,56.285736083984375,0.21025390923023224,0.52462238073349,0.8535606265068054,0.9797285795211792,1.21263587474823,1.3433418273925781,0.14924193918704987,0.28124043345451355,1.1292604207992554,2.8571486473083496,4.9513654708862305,6.273691177368164,6.751162528991699,0.09109809249639511,-0.009302586317062378,-0.009523125365376472,-0.013178774155676365,1.5832757949829102,1.5469118356704712,1.5548985004425049,6.466665072366595E-4,7.757137645967305E-4,8.961434359662235E-4,77.6080093383789,151.90419006347656,12.329185485839844,11.635010719299316,37.537174224853516,1.1047604084014893,9.439600944519043,7.361519813537598,11.865373611450195,126.7412338256836,99.6160888671875,18.014598846435547,37.497745513916016,5.509675025939941,692.1859130859375,5.228605270385742,5.228605270385742,2.5494158267974854,0.9790298342704773,21.445768356323242,53.057891845703125,5.6193742752075195,65.150146484375,60.54451370239258,77.88948822021484,7.531986713409424,5.242166996002197,0.01903163269162178,0.04680035263299942,0.00401593092828989,"{""type"":""Point"",""coordinates"":[-158.5750028846823,60.533064622621026]}"
16,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.30300968306295,,,,-160.2013857098574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-160.2013857098574,54.30300968306295]}"
17,220.4739227294922,134.34841918945312,179.92337036132812,1182.812255859375,1182.812255859375,24.364503860473633,11.784215927124023,-23.61448097229004,1,3.844411548925564E-5,1.2779074495483655E-5,-1.0941336222458631E-4,0.0020223481114953756,0.47385770082473755,0.7337311506271362,-0.32039567828178406,78.20071349088333,0.18181245028972626,0.4228906035423279,-0.028261862695217133,-5.913972854614258E-4,0.0018837451934814453,-9.500980377197266E-4,,173.3423642095272,1,1,1,1,1,45.19993209838867,66.99723319933602,3.69176959793549E-5,4.8772822083265055E-6,2.2126430849311873E-5,-146.34549314309837,4.786435965797864E-5,1.3627780390379485E-5,2.865646092686802E-5,-0.07332540303468704,-0.007850571535527706,-7.906420505605638E-4,55198.9140625,3789.799560546875,2.7497448172653094E-5,4.028576313430676E-6,-1.1594338866416365E-4,172.13999938964844,171.51551818847656,173.18484497070312,1,1,2,0.35310545563697815,0.6765527129173279,1.5710920095443726,1.566684603691101,1.5705316066741943,65.57099151611328,74.43788146972656,35.84712219238281,0.0820106714963913,0.3266558349132538,0.8156120777130127,1.0132917165756226,1.4281996488571167,1.5574899911880493,0.0,0.001670871046371758,0.2483140379190445,1.307603120803833,3.3515567779541016,4.985925674438477,5.741453647613525,0.0,-0.022151093930006027,-0.0075635481625795364,0.036584146320819855,1.5705006122589111,1.5685683488845825,1.5695815086364746,3.691752863232978E-5,4.877261289948365E-6,2.2126134354039095E-5,1.2023648023605347,1.8268449306488037,0.15751923620700836,0.18180705606937408,0.42288488149642944,-0.02826148271560669,0.09943917393684387,0.09680458158254623,0.17140857875347137,2.6575393676757812,4.256570816040039,0.38368555903434753,0.5763568878173828,0.08822698891162872,155.87025451660156,14.196066856384277,11.51743221282959,0.05495401844382286,-0.04421442747116089,0.4245833456516266,0.714859127998352,0.09264461696147919,45.029239654541016,46.721561431884766,14.160971641540527,12.703195571899414,1.2705200910568237,7.509356510126963E-5,7.515548350056633E-5,6.758208201063098E-6,"{""type"":""Point"",""coordinates"":[-146.34549314309837,66.99723319933602]}"
18,197.9861297607422,185.58074951171875,201.21560668945312,2954.659912109375,2954.659912109375,-23.34737777709961,-10.21631908416748,-7.608901023864746,1,-0.0012094861594960093,-3.08637652778998E-4,-0.0012010557111352682,0.23102286458015442,-0.352100133895874,-0.3581651449203491,-0.1963001787662506,230.23978956393435,-7.350608825683594,-12.949921607971191,-1.2751898765563965,-0.05446028709411621,-0.0781245231628418,-0.05519545078277588,,571.2282943442453,6,6,6,6,6,56.15412521362305,67.22132627609311,1.0195891809416935E-4,3.485860702312493E-7,-0.001213334733620286,-147.93926305039798,1.0270189522998407E-4,1.3605409185402095E-4,-7.556319469586015E-4,-0.8746870756149292,-0.43883854150772095,-0.07332552969455719,2954.659912109375,2954.659912109375,-0.0012102292384952307,-4.4434316805563867E-4,-0.0016587584977969527,534.85888671875,503.8649597167969,560.7550048828125,3,3,3,0.3476710021495819,0.6738355159759521,1.5980265140533447,1.5542488098144531,1.5649710893630981,36.82114791870117,34.61888122558594,44.44453811645508,0.07401253283023834,0.3138004243373871,0.7755689024925232,0.9660953879356384,1.358010172843933,1.488761067390442,0.0,0.007597402203828096,0.5174142122268677,2.0649869441986084,4.318588733673096,5.783486366271973,6.403411865234375,0.0,0.005767509341239929,0.0017205096082761884,0.004797913134098053,1.5435662269592285,1.4761242866516113,1.5097756385803223,9.558479359839112E-5,3.3241440178244375E-7,-0.001107604242861271,36.369407653808594,67.36333465576172,10.473295211791992,-7.35060977935791,-12.949906349182129,-1.275179386138916,11.8436918258667,10.169978141784668,14.054168701171875,97.3476791381836,783.04248046875,20.8764705657959,36.15633773803711,6.495988368988037,423.8330993652344,7.015595436096191,7.015595436096191,-2.629058361053467,-2.665976047515869,22.13271713256836,38.405433654785156,6.619945049285889,44.000526428222656,49.300926208496094,25.637954711914062,9.318885803222656,47.12345504760742,0.007917538285255432,0.011579066514968872,0.0011861056555062532,"{""type"":""Point"",""coordinates"":[-147.93926305039798,67.22132627609311]}"
19,100.87759399414062,106.20706939697266,145.41468811035156,1250.9952392578125,1250.9952392578125,7.642773151397705,-4.234604835510254,-16.56452178955078,1,0.002840558998286724,7.039562333375216E-4,-0.00449348334223032,0.16462980210781097,0.024806074798107147,-0.025044184178113937,-0.3264787793159485,140.1755612023725,0.9880910515785217,-1.7125931978225708,-3.053147315979004,-0.10672104358673096,-0.03754770755767822,-0.12853050231933594,,1604.7679746782394,6,6,6,6,6,66.07537078857422,61.27760268424814,-0.00163885741494596,-0.0011992722284048796,-0.002393094589933753,-142.30560762791717,0.0030096168629825115,7.132449536584318E-4,0.001804410945624113,-0.9197968244552612,-0.6061693429946899,-0.13747340440750122,1250.9952392578125,1250.9952392578125,-0.0018079153960570693,-0.0012085608905181289,-0.008690989576280117,1504.0350341796875,1477.597412109375,1589.512939453125,5,5,4,0.8868130445480347,0.05659228190779686,1.6241568326950073,1.4335483312606812,1.5602540969848633,55.106571197509766,57.94453430175781,34.584964752197266,0.1877356916666031,0.47299841046333313,0.7686846852302551,0.8684170246124268,1.101151943206787,1.2145256996154785,0.12823520600795746,0.43631449341773987,1.3764020204544067,2.992731809616089,5.703393459320068,6.91285514831543,7.301431179046631,0.13275639712810516,-0.008080330677330494,-0.002177940448746085,0.013290025293827057,1.5174357891082764,1.396000623703003,1.4317235946655273,-0.001376052387058735,-0.0010332033270969987,-0.002034491626545787,100.73297882080078,127.1705551147461,15.255066871643066,0.9881104826927185,-1.71260404586792,-3.053095817565918,19.368635177612305,17.911924362182617,18.680173873901367,8.213261604309082,485.81854248046875,39.83243942260742,68.38302612304688,9.35175895690918,219.55548095703125,5.7760162353515625,5.7760162353515625,-1.1404703855514526,-1.1401766538619995,39.84470748901367,68.40447235107422,9.837630271911621,50.44093322753906,51.65732955932617,42.650569915771484,8.079117774963379,137.1179656982422,0.06793621927499771,0.07402301579713821,0.03149803355336189,"{""type"":""Point"",""coordinates"":[-142.30560762791717,61.27760268424814]}"
20,286.23992919921875,286.7641906738281,26.704233169555664,326.0606994628906,326.0606994628906,-0.20651386678218842,-6.227367877960205,-20.707210540771484,1,-1.3650533219333738E-5,-1.299218820349779E-5,-2.295452941325493E-5,-0.0034869597293436527,-0.12195886671543121,0.18542341887950897,-0.2375030368566513,27.75519104442737,-0.1111011952161789,0.4087175726890564,-0.04885265603661537,-0.001512765884399414,0.0011622905731201172,-0.0013899803161621094,0.0935441330075264,436.7504052289529,6,9,2,1,8,44.52280044555664,65.89934063991723,6.272262544371188E-5,3.645300603238866E-5,-2.555580867920071E-4,-137.99679200802916,6.514276174129918E-5,3.6916680983267725E-5,1.7490407117293216E-5,-0.1619533896446228,-0.02618376351892948,-0.0028719676192849874,111837.1484375,37088.29296875,-1.6070669516921043E-5,-1.3455860425892752E-5,-2.960030105896294E-4,431.4883728027344,430.645263671875,436.341552734375,1,1,3,0.6087158918380737,0.19564205408096313,1.5715527534484863,1.5619102716445923,1.5680938959121704,30.413599014282227,40.820560455322266,44.415016174316406,0.1097470074892044,0.36465585231781006,0.8182308077812195,0.9945393800735474,1.3760722875595093,1.4845218658447266,0.01756606251001358,0.006291757803410292,0.30617809295654297,1.444761872291565,3.5208630561828613,5.141570091247559,5.889217853546143,0.0,0.0018961371388286352,0.0012921376619488,0.0033247109968215227,1.570039987564087,1.5630725622177124,1.5667039155960083,6.271773600019515E-5,3.6447479942580685E-5,-2.5554350577294827E-4,5.262030124664307,6.105141639709473,0.4088381230831146,-0.11110267788171768,0.40872612595558167,-0.048850659281015396,0.41248026490211487,0.5760983824729919,0.35198286175727844,3.4566121101379395,2.6685662269592285,0.9064169526100159,2.204543352127075,0.20633359253406525,298.5606689453125,14.137720108032227,13.034534454345703,-0.06638731062412262,-0.07210315763950348,0.9124972820281982,2.2419235706329346,0.21201321482658386,47.959598541259766,47.48170471191406,41.075313568115234,10.603639602661133,14.211304664611816,2.531646750867367E-4,3.198494960088283E-4,9.337245137430727E-5,"{""type"":""Point"",""coordinates"":[-137.99679200802916,65.89934063991723]}"
21,172.85350036621094,156.76956176757812,196.49818420410156,3242.72412109375,3242.72412109375,3.6733617782592773,-14.366410255432129,6.504256725311279,1,9.764896822161973E-5,-9.330222383141518E-5,8.936123340390623E-4,0.13073307275772095,0.012944674119353294,-0.32040268182754517,0.06401389837265015,78.17759685469949,0.2305738478899002,-17.189899444580078,0.3022342622280121,0.004447579383850098,-0.023572206497192383,0.008598685264587402,,1117.010465526304,7,9,6,5,9,52.414608001708984,69.14965763595976,-5.349299754016101E-4,-0.001476616133004427,-3.533900890033692E-4,-143.7379025375346,1.0701914288802072E-4,-7.918346091173589E-5,0.0010187559528276324,0.05913957953453064,-0.0070215254090726376,-0.0013787997886538506,3242.72412109375,3242.72412109375,-5.443001864477992E-4,-0.0014907348668202758,-4.785337659996003E-4,1080.68310546875,1073.339111328125,1107.770751953125,2,3,4,0.9307639598846436,0.034618038684129715,1.5685725212097168,1.5161672830581665,1.540635585784912,53.86226272583008,51.92824935913086,51.886695861816406,0.024954896420240402,0.24503043293952942,0.7253118753433228,0.9491606950759888,1.3310904502868652,1.5410593748092651,0.0,0.0,0.0,0.0,3.9910168647766113,5.561793804168701,6.107088565826416,0.0,-5.384751129895449E-4,3.851400106213987E-4,-0.004902131389826536,1.573020100593567,1.4925950765609741,1.5492342710494995,-5.095777451060712E-4,-0.0013555539771914482,-3.365033771842718E-4,36.327335357666016,43.67136764526367,9.239747047424316,0.23054735362529755,-17.189861297607422,0.3022752106189728,10.279221534729004,13.617759704589844,10.328492164611816,17.61562728881836,513.549560546875,17.831066131591797,53.65048599243164,4.722370147705078,38.66733932495117,7.622519493103027,7.622519493103027,-0.5014822483062744,0.1669432520866394,17.83260726928711,56.33708572387695,4.731871128082275,46.0992546081543,45.888607025146484,57.463134765625,9.926233291625977,491.26617431640625,0.00867925863713026,0.052118103951215744,7.980734226293862E-4,"{""type"":""Point"",""coordinates"":[-143.7379025375346,69.14965763595976]}"
22,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,67.99064453321913,,,,-130.9703967074265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-130.9703967074265,67.99064453321913]}"
23,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,53.68497508852324,,,,-141.07101602463456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-141.07101602463456,53.68497508852324]}"
24,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70.51622954422733,,,,-167.1429842888576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-167.1429842888576,70.51622954422733]}"
